algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,9,1,1,1,3.98602069836725e-15,1788.5277491287,-3.020960,-3.401754
DCS,2,9,1,1,2,3.98602069836725e-15,820.7506611645,1.865613,-1.481841
DCS,2,9,1,1,3,3.98602069836725e-15,1228.2576610572,2.208808,2.300388
DCS,2,9,1,1,4,3.98602069836725e-15,1849.4353046231,-1.770363,-3.916523
DCS,2,9,1,1,5,3.98602069836725e-15,3642.7720146562,-1.877714,-4.747511
DCS,2,9,1,1,6,3.98602069836725e-15,1732.7597296539,3.436182,-0.744545
DCS,2,9,1,1,7,3.98602069836725e-15,142084.0675187015,-3.727470,4.426237
DCS,2,9,1,1,8,3.98602069836725e-15,96.3145268227,0.162480,2.035492
DCS,2,9,1,1,9,3.98602069836725e-15,109.7002861012,-0.692538,0.087569
DCS,2,9,1,1,10,3.98602069836725e-15,19895.3599551466,-1.745345,3.238016
DCS,2,9,1,1,11,3.98602069836725e-15,5025.4940449968,0.387367,4.645412
DCS,2,9,1,1,12,3.98602069836725e-15,76371.3659310951,-4.888285,1.462332
DCS,2,9,1,1,13,3.98602069836725e-15,1195.9961322214,3.749309,1.885614
DCS,2,9,1,1,14,3.98602069836725e-15,40019.2954416122,4.384850,-2.803400
DCS,2,9,1,1,15,3.98602069836725e-15,416.2603876457,-1.396556,-0.749755
DCS,2,9,1,1,16,3.98602069836725e-15,2034.4551427468,-1.855421,0.145725
DCS,2,9,1,1,17,3.98602069836725e-15,1136.3248829292,2.116641,2.521698
DCS,2,9,1,1,18,3.98602069836725e-15,28465.0769992618,-4.603658,-0.198909
DCS,2,9,1,1,19,3.98602069836725e-15,11805.8809038788,4.320717,-1.413302
DCS,2,9,1,1,20,3.98602069836725e-15,359.9920836043,-0.322137,1.626149
DCS,2,9,1,1,21,3.98602069836725e-15,6380.6723999053,1.548823,-3.043184
DCS,2,9,1,1,22,3.98602069836725e-15,3436.8844142447,-1.092127,2.011794
DCS,2,9,1,1,23,3.98602069836725e-15,17053.9421950356,1.565072,-4.072587
DCS,2,9,1,1,24,3.98602069836725e-15,7348.7663853537,-3.197359,-0.423757
DCS,2,9,1,1,25,3.98602069836725e-15,275.6092811347,-1.231804,-0.829728
DCS,2,9,1,1,26,3.98602069836725e-15,35.1008479187,1.831333,-0.707699
DCS,2,9,1,1,27,3.98602069836725e-15,10264.6363236276,-3.725367,-0.726794
DCS,2,9,1,1,28,3.98602069836725e-15,674.5697141885,-1.922786,-1.910611
DCS,2,9,1,1,29,3.98602069836725e-15,85551.2355857666,-4.676003,1.999975
DCS,2,9,1,1,30,3.98602069836725e-15,1040.3963556588,-0.339588,2.245026
DCS,2,9,1,1,31,3.98602069836725e-15,200.1662445143,0.841485,1.403595
DCS,2,9,1,1,32,3.98602069836725e-15,2717.5941358740,-1.331564,1.379455
DCS,2,9,1,1,33,3.98602069836725e-15,2.7626647657,-0.084990,-0.782877
DCS,2,9,1,1,34,3.98602069836725e-15,89237.5003387600,4.345628,-4.139357
DCS,2,9,1,1,35,3.98602069836725e-15,894.5119390340,-1.017968,-2.988737
DCS,2,9,1,1,36,3.98602069836725e-15,429.2095701370,-1.354644,-0.571762
DCS,2,9,1,1,37,3.98602069836725e-15,11291.7560091840,-2.835316,0.800653
DCS,2,9,1,1,38,3.98602069836725e-15,92913.7250949764,4.480749,-4.090595
DCS,2,9,1,1,39,3.98602069836725e-15,802.4204838767,1.325958,-1.806878
DCS,2,9,1,1,40,3.98602069836725e-15,4386.1059964080,4.372844,4.372844
DCS,2,9,1,1,41,3.98602069836725e-15,10036.5600633736,-3.736671,-0.782877
DCS,2,9,1,1,42,3.98602069836725e-15,102.4906769685,2.132807,-0.707699
DCS,2,9,1,1,43,3.98602069836725e-15,1952.7000182367,0.162480,3.517746
DCS,2,9,1,1,44,3.98602069836725e-15,60.0553784367,-0.692538,-0.745693
DCS,2,9,1,1,45,3.98602069836725e-15,49.1909289933,0.841485,2.301015
DCS,2,9,1,1,46,3.98602069836725e-15,2213.7441250886,-2.418151,-0.829728
DCS,2,9,1,1,47,3.98602069836725e-15,8135.3702745065,-0.322137,4.098551
DCS,2,9,1,1,48,3.98602069836725e-15,4946.5643338010,-3.025395,-0.749755
DCS,2,9,1,1,49,3.98602069836725e-15,1403.5230521372,2.403455,2.322058
DCS,2,9,1,1,50,3.98602069836725e-15,21.4429500352,1.538607,4.289759
DCS,2,9,1,1,51,3.98602069836725e-15,5543.1803102978,-3.727223,-1.806878
DCS,2,9,1,1,52,3.98602069836725e-15,178.3282175148,-1.010289,-1.481841
DCS,2,9,1,1,53,3.98602069836725e-15,1023.7077531236,-0.692174,-2.988737
DCS,2,9,1,1,54,3.98602069836725e-15,3958.5928379184,-2.305510,0.172445
DCS,2,9,1,1,55,3.98602069836725e-15,509.3058772126,1.542567,2.521698
DCS,2,9,1,1,56,3.98602069836725e-15,1778.2816089202,3.749309,2.289081
