algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,1,1,1,1,6.150961086963332e-15,15.7573190055,-3.020960,-3.401754
DCS,2,1,1,1,2,6.150961086963332e-15,2.7068190043,1.865613,-1.481841
DCS,2,1,1,1,3,6.150961086963332e-15,15.7781187318,2.208808,2.300388
DCS,2,1,1,1,4,6.150961086963332e-15,11.7092595865,-1.770363,-3.916523
DCS,2,1,1,1,5,6.150961086963332e-15,17.4322933428,-1.877714,-4.747511
DCS,2,1,1,1,6,6.150961086963332e-15,10.3038739870,3.436182,-0.744545
DCS,2,1,1,1,7,6.150961086963332e-15,47.0128562408,-3.727470,4.426237
DCS,2,1,1,1,8,6.150961086963332e-15,10.1988855219,0.162480,2.035492
DCS,2,1,1,1,9,6.150961086963332e-15,2.4421187212,-0.692538,0.087569
DCS,2,1,1,1,10,6.150961086963332e-15,23.3069862733,-1.745345,3.238016
DCS,2,1,1,1,11,6.150961086963332e-15,33.6837701134,0.387367,4.645412
DCS,2,1,1,1,12,6.150961086963332e-15,33.2906049488,-4.888285,1.462332
DCS,2,1,1,1,13,6.150961086963332e-15,21.4818594781,3.749309,1.885614
DCS,2,1,1,1,14,6.150961086963332e-15,19.7851268797,4.384850,-2.803400
DCS,2,1,1,1,15,6.150961086963332e-15,2.8860621732,-1.396556,-0.749755
DCS,2,1,1,1,16,6.150961086963332e-15,6.1411655535,-1.855421,0.145725
DCS,2,1,1,1,17,6.150961086963332e-15,17.0052525498,2.116641,2.521698
DCS,2,1,1,1,18,6.150961086963332e-15,24.5027407695,-4.603658,-0.198909
DCS,2,1,1,1,19,6.150961086963332e-15,16.6137420685,4.320717,-1.413302
DCS,2,1,1,1,20,6.150961086963332e-15,8.0753585519,-0.322137,1.626149
DCS,2,1,1,1,21,6.150961086963332e-15,5.2381207043,1.548823,-3.043184
DCS,2,1,1,1,22,6.150961086963332e-15,11.8488176710,-1.092127,2.011794
DCS,2,1,1,1,23,6.150961086963332e-15,10.2238745854,1.565072,-4.072587
DCS,2,1,1,1,24,6.150961086963332e-15,12.4409514074,-3.197359,-0.423757
DCS,2,1,1,1,25,6.150961086963332e-15,2.3110251246,-1.231804,-0.829728
DCS,2,1,1,1,26,6.150961086963332e-15,2.6934582953,1.831333,-0.707699
DCS,2,1,1,1,27,6.150961086963332e-15,16.0107170430,-3.725367,-0.726794
DCS,2,1,1,1,28,6.150961086963332e-15,5.3014033226,-1.922786,-1.910611
DCS,2,1,1,1,29,6.150961086963332e-15,34.2583266650,-4.676003,1.999975
DCS,2,1,1,1,30,6.150961086963332e-15,11.9233423694,-0.339588,2.245026
DCS,2,1,1,1,31,6.150961086963332e-15,6.9021717440,0.841485,1.403595
DCS,2,1,1,1,32,6.150961086963332e-15,8.9428001422,-1.331564,1.379455
DCS,2,1,1,1,33,6.150961086963332e-15,0.2539200450,-0.084990,-0.782877
DCS,2,1,1,1,34,6.150961086963332e-15,25.6468819625,4.345628,-4.139357
DCS,2,1,1,1,35,6.150961086963332e-15,4.9708455959,-1.017968,-2.988737
DCS,2,1,1,1,36,6.150961086963332e-15,2.9261448658,-1.354644,-0.571762
DCS,2,1,1,1,37,6.150961086963332e-15,13.3680835154,-2.835316,0.800653
DCS,2,1,1,1,38,6.150961086963332e-15,26.4827020610,4.480749,-4.090595
DCS,2,1,1,1,39,6.150961086963332e-15,1.5742695212,1.325958,-1.806878
DCS,2,1,1,1,40,6.150961086963332e-15,47.5517183650,4.372844,4.372844
DCS,2,1,1,1,41,6.150961086963332e-15,17.0388496356,4.363643,-0.782877
DCS,2,1,1,1,42,6.150961086963332e-15,2.8818476152,-1.315398,-1.806878
DCS,2,1,1,1,43,6.150961086963332e-15,29.4005146585,-1.231804,4.058223
DCS,2,1,1,1,44,6.150961086963332e-15,1.0626727593,-0.692538,-0.745693
DCS,2,1,1,1,45,6.150961086963332e-15,10.9899270429,1.831333,-4.071961
DCS,2,1,1,1,46,6.150961086963332e-15,3.4180271762,-1.567193,-1.481841
DCS,2,1,1,1,47,6.150961086963332e-15,12.8511998694,-1.396556,2.026095
DCS,2,1,1,1,48,6.150961086963332e-15,4.4534247406,-1.774799,-0.571762
DCS,2,1,1,1,49,6.150961086963332e-15,10.0837965905,3.393303,-0.686656
DCS,2,1,1,1,50,6.150961086963332e-15,9.1356642809,3.274411,-1.082447
DCS,2,1,1,1,51,6.150961086963332e-15,17.5450258120,4.373091,-1.910611
DCS,2,1,1,1,52,6.150961086963332e-15,2.0522201654,0.849164,0.145725
DCS,2,1,1,1,53,6.150961086963332e-15,7.4485970801,-0.692174,1.403595
DCS,2,1,1,1,54,6.150961086963332e-15,12.8416833075,-0.789676,2.271746
DCS,2,1,1,1,55,6.150961086963332e-15,8.1225455702,1.552783,1.379455
DCS,2,1,1,1,56,6.150961086963332e-15,8.5760409252,0.162480,-4.083895
DCS,2,1,1,1,57,6.150961086963332e-15,8.0287337934,-0.273203,1.627451
DCS,2,1,1,1,58,6.150961086963332e-15,16.9183600875,-3.192642,-3.403417
DCS,2,1,1,1,59,6.150961086963332e-15,1.9555809348,1.614818,-0.839804
DCS,2,1,1,1,60,6.150961086963332e-15,8.4911073063,0.463174,-4.063147
DCS,2,1,1,1,61,6.150961086963332e-15,12.3438400088,1.131106,2.245026
DCS,2,1,1,1,62,6.150961086963332e-15,24.7020597619,-4.662961,-0.423757
DCS,2,1,1,1,63,6.150961086963332e-15,1.0129757902,-0.691554,-0.808702
DCS,2,1,1,1,64,6.150961086963332e-15,10.7697387552,3.471380,-0.516114
DCS,2,1,1,1,65,6.150961086963332e-15,1.4275544194,-0.938494,-1.065297
DCS,2,1,1,1,66,6.150961086963332e-15,0.3327584475,0.637317,-0.726794
DCS,2,1,1,1,67,6.150961086963332e-15,16.5692990466,4.320717,-1.302917
DCS,2,1,1,1,68,6.150961086963332e-15,20.3032548195,2.855089,2.521698
DCS,2,1,1,1,69,6.150961086963332e-15,2.0499688186,-0.382626,0.126245
DCS,2,1,1,1,70,6.150961086963332e-15,19.6134465587,-4.141695,-1.706221
DCS,2,1,1,1,71,6.150961086963332e-15,1.7398592908,-0.625346,-2.141036
DCS,2,1,1,1,72,6.150961086963332e-15,27.5839212051,-4.671375,-2.983388
DCS,2,1,1,1,73,6.150961086963332e-15,24.8452164238,-4.603658,-0.034289
DCS,2,1,1,1,74,6.150961086963332e-15,12.3533934692,-1.606703,-4.139357
DCS,2,1,1,1,75,6.150961086963332e-15,18.8159155650,-2.942316,-4.090595
DCS,2,1,1,1,76,6.150961086963332e-15,7.6986737321,0.055858,-3.924450
DCS,2,1,1,1,77,6.150961086963332e-15,36.3718172037,-1.392240,4.645412
DCS,2,1,1,1,78,6.150961086963332e-15,14.8036118674,4.085008,-1.500012
DCS,2,1,1,1,79,6.150961086963332e-15,24.8167745885,3.455852,-4.972194
DCS,2,1,1,1,80,6.150961086963332e-15,30.8977430195,-0.313578,4.372844
DCS,2,1,1,1,81,6.150961086963332e-15,0.6562165334,-0.084990,-0.420516
DCS,2,1,1,1,82,6.150961086963332e-15,0.2682944966,0.637317,-1.503847
DCS,2,1,1,1,83,6.150961086963332e-15,9.7150614437,-2.845777,-0.819334
DCS,2,1,1,1,84,6.150961086963332e-15,7.3347993727,-0.692538,1.381139
DCS,2,1,1,1,85,6.150961086963332e-15,2.7303714308,-1.397048,-1.065297
DCS,2,1,1,1,86,6.150961086963332e-15,0.8496880453,0.906319,-1.806878
DCS,2,1,1,1,87,6.150961086963332e-15,3.5077921834,1.846247,-2.141036
DCS,2,1,1,1,88,6.150961086963332e-15,19.4287415548,-4.143591,-0.839804
DCS,2,1,1,1,89,6.150961086963332e-15,34.4569109486,-0.382626,4.678707
DCS,2,1,1,1,90,6.150961086963332e-15,9.2336406768,0.849164,-4.136396
DCS,2,1,1,1,91,6.150961086963332e-15,2.3355762350,-1.231804,-0.794134
DCS,2,1,1,1,92,6.150961086963332e-15,1.9663419437,1.618706,-0.839557
DCS,2,1,1,1,93,6.150961086963332e-15,22.1446900731,4.945749,-1.504539
DCS,2,1,1,1,94,6.150961086963332e-15,11.2935789882,3.595134,-0.806966
DCS,2,1,1,1,95,6.150961086963332e-15,10.7826983627,3.470991,-0.504153
DCS,2,1,1,1,96,6.150961086963332e-15,0.9015943230,-0.670442,-0.934948
DCS,2,1,1,1,97,6.150961086963332e-15,12.6885811228,3.274411,-3.043184
