algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,2,1,1,1,1.2029059478022457e-14,14884344.4966772776,-3.020960,-3.401754
DCS,2,2,1,1,2,1.2029059478022457e-14,3886896.3166991631,1.865613,-1.481841
DCS,2,2,1,1,3,1.2029059478022457e-14,3078954.7211974603,2.208808,2.300388
DCS,2,2,1,1,4,1.2029059478022457e-14,19010386.2353416421,-1.770363,-3.916523
DCS,2,2,1,1,5,1.2029059478022457e-14,25530236.9804106690,-1.877714,-4.747511
DCS,2,2,1,1,6,1.2029059478022457e-14,1622252.2858572952,3.436182,-0.744545
DCS,2,2,1,1,7,1.2029059478022457e-14,15749367.8579467312,-3.727470,4.426237
DCS,2,2,1,1,8,1.2029059478022457e-14,2179122.4675751380,0.162480,2.035492
DCS,2,2,1,1,9,1.2029059478022457e-14,138368.3286738294,-0.692538,0.087569
DCS,2,2,1,1,10,1.2029059478022457e-14,7959073.1180925481,-1.745345,3.238016
DCS,2,2,1,1,11,1.2029059478022457e-14,17678287.8802413717,0.387367,4.645412
DCS,2,2,1,1,12,1.2029059478022457e-14,1054836.5848819788,-4.888285,1.462332
DCS,2,2,1,1,13,1.2029059478022457e-14,2026927.8513782083,3.749309,1.885614
DCS,2,2,1,1,14,1.2029059478022457e-14,10274517.1231495515,4.384850,-2.803400
DCS,2,2,1,1,15,1.2029059478022457e-14,1640448.5764808618,-1.396556,-0.749755
DCS,2,2,1,1,16,1.2029059478022457e-14,93596.1014497941,-1.855421,0.145725
DCS,2,2,1,1,17,1.2029059478022457e-14,4449745.7441356350,2.116641,2.521698
DCS,2,2,1,1,18,1.2029059478022457e-14,355882.1004596972,-4.603658,-0.198909
DCS,2,2,1,1,19,1.2029059478022457e-14,3697980.3030277528,4.320717,-1.413302
DCS,2,2,1,1,20,1.2029059478022457e-14,1681962.2194943805,-0.322137,1.626149
DCS,2,2,1,1,21,1.2029059478022457e-14,12056509.7848270573,1.548823,-3.043184
DCS,2,2,1,1,22,1.2029059478022457e-14,2142033.9618846960,-1.092127,2.011794
DCS,2,2,1,1,23,1.2029059478022457e-14,20244090.5423347913,1.565072,-4.072587
DCS,2,2,1,1,24,1.2029059478022457e-14,682456.6198350381,-3.197359,-0.423757
DCS,2,2,1,1,25,1.2029059478022457e-14,1921766.3161331406,-1.231804,-0.829728
DCS,2,2,1,1,26,1.2029059478022457e-14,1494708.1673829556,1.831333,-0.707699
DCS,2,2,1,1,27,1.2029059478022457e-14,1560548.3680143366,-3.725367,-0.726794
DCS,2,2,1,1,28,1.2029059478022457e-14,5277964.1945266640,-1.922786,-1.910611
DCS,2,2,1,1,29,1.2029059478022457e-14,2125778.5374516239,-4.676003,1.999975
DCS,2,2,1,1,30,1.2029059478022457e-14,2813612.6555489283,-0.339588,2.245026
DCS,2,2,1,1,31,1.2029059478022457e-14,845137.7029211192,0.841485,1.403595
DCS,2,2,1,1,32,1.2029059478022457e-14,772574.0961479106,-1.331564,1.379455
DCS,2,2,1,1,33,1.2029059478022457e-14,1756704.1068691874,-0.084990,-0.782877
DCS,2,2,1,1,34,1.2029059478022457e-14,20768857.1140511893,4.345628,-4.139357
DCS,2,2,1,1,35,1.2029059478022457e-14,11641415.4963864014,-1.017968,-2.988737
DCS,2,2,1,1,36,1.2029059478022457e-14,1057189.9044834033,-1.354644,-0.571762
DCS,2,2,1,1,37,1.2029059478022457e-14,123308.5424315088,-2.835316,0.800653
DCS,2,2,1,1,38,1.2029059478022457e-14,20385790.7259313799,4.480749,-4.090595
DCS,2,2,1,1,39,1.2029059478022457e-14,4894097.1724668965,1.325958,-1.806878
DCS,2,2,1,1,40,1.2029059478022457e-14,15273648.0807387028,4.372844,4.372844
DCS,2,2,1,1,41,1.2029059478022457e-14,93596.3104845657,-1.886914,0.145725
DCS,2,2,1,1,42,1.2029059478022457e-14,123294.0239169300,-0.068824,0.800653
DCS,2,2,1,1,43,1.2029059478022457e-14,7067013.2059757235,-0.692538,2.978139
DCS,2,2,1,1,44,1.2029059478022457e-14,2124270.5249803080,-4.603658,1.998826
DCS,2,2,1,1,45,1.2029059478022457e-14,2027284.5670149059,-3.197359,1.886241
DCS,2,2,1,1,46,1.2029059478022457e-14,772574.8165852310,-1.479560,1.379455
DCS,2,2,1,1,47,1.2029059478022457e-14,2824193.5298635093,0.841485,2.247405
DCS,2,2,1,1,48,1.2029059478022457e-14,1054808.3713567613,-1.096563,1.462332
DCS,2,2,1,1,49,1.2029059478022457e-14,639838.6577314165,-1.635389,-0.402714
DCS,2,2,1,1,50,1.2029059478022457e-14,6376596.9212544532,3.415666,-2.162531
DCS,2,2,1,1,51,1.2029059478022457e-14,1560534.0244066743,-1.877467,-0.726794
DCS,2,2,1,1,52,1.2029059478022457e-14,1622253.0933659174,-1.388877,-0.744545
DCS,2,2,1,1,53,1.2029059478022457e-14,1640472.8806375777,-4.603294,-0.749755
DCS,2,2,1,1,54,1.2029059478022457e-14,2936749.7006076081,-0.789676,2.271746
DCS,2,2,1,1,55,1.2029059478022457e-14,1756702.5915123613,1.835293,-0.782877
DCS,2,2,1,1,56,1.2029059478022457e-14,2020869.8652547859,-1.231804,1.874307
DCS,2,2,1,1,57,1.2029059478022457e-14,1685932.6918141749,-0.273203,1.627451
DCS,2,2,1,1,58,1.2029059478022457e-14,3891531.6511677224,1.693931,-1.483504
DCS,2,2,1,1,59,1.2029059478022457e-14,146578.6390617864,1.953936,0.077494
DCS,2,2,1,1,60,1.2029059478022457e-14,1848685.8774333375,-0.931109,-0.808980
DCS,2,2,1,1,61,1.2029059478022457e-14,2813612.4188264771,-0.263676,2.245026
DCS,2,2,1,1,62,1.2029059478022457e-14,3078963.9056341941,4.493791,2.300388
DCS,2,2,1,1,63,1.2029059478022457e-14,421493.4695199893,-4.602674,-0.261918
DCS,2,2,1,1,64,1.2029059478022457e-14,2741828.3875140836,-4.640804,2.228406
DCS,2,2,1,1,65,1.2029059478022457e-14,14241352.6385150515,-3.833981,-3.321429
DCS,2,2,1,1,66,1.2029059478022457e-14,4894127.5064143557,-4.569419,-1.806878
DCS,2,2,1,1,67,1.2029059478022457e-14,314841.0172001087,-1.922786,-0.150333
DCS,2,2,1,1,68,1.2029059478022457e-14,7959083.5326446462,-3.116542,3.238016
DCS,2,2,1,1,69,1.2029059478022457e-14,4789654.6331079686,-3.547416,-1.776846
DCS,2,2,1,1,70,1.2029059478022457e-14,357526.9651309858,-3.908412,1.005631
DCS,2,2,1,1,71,1.2029059478022457e-14,2889958.8606819520,-1.725589,2.261829
DCS,2,2,1,1,72,1.2029059478022457e-14,1819810.0115499878,0.989520,-0.800789
DCS,2,2,1,1,73,1.2029059478022457e-14,24123880.0763335526,4.372844,-4.568828
DCS,2,2,1,1,74,1.2029059478022457e-14,15749344.5302538294,1.623733,4.426237
DCS,2,2,1,1,75,1.2029059478022457e-14,17678314.2097787932,-4.160902,4.645412
DCS,2,2,1,1,76,1.2029059478022457e-14,9832.7187132429,-1.229842,0.541739
DCS,2,2,1,1,77,1.2029059478022457e-14,20244105.5707012489,-2.676118,-4.072587
DCS,2,2,1,1,78,1.2029059478022457e-14,44.2987428448,-0.259626,0.454703
