algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,18,1,1,1,1.1262082118552116e-10,3769.8675875617,-3.020960,-3.401754
DCS,2,18,1,1,2,1.1262082118552116e-10,162.6718764536,1.865613,-1.481841
DCS,2,18,1,1,3,1.1262082118552116e-10,212.4103946383,2.208808,2.300388
DCS,2,18,1,1,4,1.1262082118552116e-10,766.4571150266,-1.770363,-3.916523
DCS,2,18,1,1,5,1.1262082118552116e-10,972.5385375897,-1.877714,-4.747511
DCS,2,18,1,1,6,1.1262082118552116e-10,33.1304654609,3.436182,-0.744545
DCS,2,18,1,1,7,1.1262082118552116e-10,4142.4662809876,-3.727470,4.426237
DCS,2,18,1,1,8,1.1262082118552116e-10,1218.6974421249,0.162480,2.035492
DCS,2,18,1,1,9,1.1262082118552116e-10,1663.7720377914,-0.692538,0.087569
DCS,2,18,1,1,10,1.1262082118552116e-10,4669.3585876577,-1.745345,3.238016
DCS,2,18,1,1,11,1.1262082118552116e-10,1234.1482821424,0.387367,4.645412
DCS,2,18,1,1,12,1.1262082118552116e-10,18804.0732349602,-4.888285,1.462332
DCS,2,18,1,1,13,1.1262082118552116e-10,1.6132272403,3.749309,1.885614
DCS,2,18,1,1,14,1.1262082118552116e-10,23.4565076780,4.384850,-2.803400
DCS,2,18,1,1,15,1.1262082118552116e-10,2020.3039869971,-1.396556,-0.749755
DCS,2,18,1,1,16,1.1262082118552116e-10,2809.7320490174,-1.855421,0.145725
DCS,2,18,1,1,17,1.1262082118552116e-10,146.5894838125,2.116641,2.521698
DCS,2,18,1,1,18,1.1262082118552116e-10,16302.4117078185,-4.603658,-0.198909
DCS,2,18,1,1,19,1.1262082118552116e-10,20.6850694645,4.320717,-1.413302
DCS,2,18,1,1,20,1.1262082118552116e-10,875.1377366269,-0.322137,1.626149
DCS,2,18,1,1,21,1.1262082118552116e-10,339.5331088088,1.548823,-3.043184
DCS,2,18,1,1,22,1.1262082118552116e-10,2585.1194086048,-1.092127,2.011794
DCS,2,18,1,1,23,1.1262082118552116e-10,196.3272880827,1.565072,-4.072587
DCS,2,18,1,1,24,1.1262082118552116e-10,4363.1383533148,-3.197359,-0.423757
DCS,2,18,1,1,25,1.1262082118552116e-10,2671.8981292033,-1.231804,-0.829728
DCS,2,18,1,1,26,1.1262082118552116e-10,163.7787529284,1.831333,-0.707699
DCS,2,18,1,1,27,1.1262082118552116e-10,2729.4736859883,-3.725367,-0.726794
DCS,2,18,1,1,28,1.1262082118552116e-10,3671.6673798625,-1.922786,-1.910611
DCS,2,18,1,1,29,1.1262082118552116e-10,18315.4452190109,-4.676003,1.999975
DCS,2,18,1,1,30,1.1262082118552116e-10,1383.9611135526,-0.339588,2.245026
DCS,2,18,1,1,31,1.1262082118552116e-10,739.7660806416,0.841485,1.403595
DCS,2,18,1,1,32,1.1262082118552116e-10,1101.8587845377,-1.331564,1.379455
DCS,2,18,1,1,33,1.1262082118552116e-10,967.1856898349,-0.084990,-0.782877
DCS,2,18,1,1,34,1.1262082118552116e-10,77.2488412180,4.345628,-4.139357
DCS,2,18,1,1,35,1.1262082118552116e-10,2016.3958713388,-1.017968,-2.988737
DCS,2,18,1,1,36,1.1262082118552116e-10,2888.8884274845,-1.354644,-0.571762
DCS,2,18,1,1,37,1.1262082118552116e-10,6903.7624757222,-2.835316,0.800653
DCS,2,18,1,1,38,1.1262082118552116e-10,23.8633748341,4.480749,-4.090595
DCS,2,18,1,1,39,1.1262082118552116e-10,361.2662774691,1.325958,-1.806878
DCS,2,18,1,1,40,1.1262082118552116e-10,49.7563641124,4.372844,4.372844
DCS,2,18,1,1,41,1.1262082118552116e-10,7514.7962310801,-4.897485,1.885614
DCS,2,18,1,1,42,1.1262082118552116e-10,644.5330188951,0.857651,-1.413302
DCS,2,18,1,1,43,1.1262082118552116e-10,54.7361700703,4.384850,4.035262
DCS,2,18,1,1,44,1.1262082118552116e-10,18.4673130238,4.480749,-0.784026
DCS,2,18,1,1,45,1.1262082118552116e-10,11.8911095226,3.436182,1.626776
DCS,2,18,1,1,46,1.1262082118552116e-10,5117.9990648438,-4.202074,4.372844
DCS,2,18,1,1,47,1.1262082118552116e-10,39.7537745329,4.345628,-3.263030
DCS,2,18,1,1,48,1.1262082118552116e-10,1538.7799002821,-1.882149,2.521698
DCS,2,18,1,1,49,1.1262082118552116e-10,133.5194543502,4.998152,1.647819
DCS,2,18,1,1,50,1.1262082118552116e-10,121.1619552428,3.415666,-1.105408
DCS,2,18,1,1,51,1.1262082118552116e-10,3862.2207411584,-4.888038,-4.072587
DCS,2,18,1,1,52,1.1262082118552116e-10,397.7889053155,1.556502,2.300388
DCS,2,18,1,1,53,1.1262082118552116e-10,31.7962485576,4.481113,-3.043184
DCS,2,18,1,1,54,1.1262082118552116e-10,715.4400972099,-0.287609,2.062212
DCS,2,18,1,1,55,1.1262082118552116e-10,17.8849938822,3.419626,1.403595
DCS,2,18,1,1,56,1.1262082118552116e-10,2775.3541122682,-1.770363,1.614842
DCS,2,18,1,1,57,1.1262082118552116e-10,443.3503047579,1.374892,-1.805576
DCS,2,18,1,1,58,1.1262082118552116e-10,2195.9537047552,-0.864221,0.085906
DCS,2,18,1,1,59,1.1262082118552116e-10,413.4389815786,1.561143,-2.813475
DCS,2,18,1,1,60,1.1262082118552116e-10,657.9432506962,-1.469668,-3.895775
DCS,2,18,1,1,61,1.1262082118552116e-10,14.6773758049,4.125865,2.035492
DCS,2,18,1,1,62,1.1262082118552116e-10,21980.7838629763,-4.590616,4.645412
DCS,2,18,1,1,63,1.1262082118552116e-10,21.9917793565,4.481733,-0.847035
DCS,2,18,1,1,64,1.1262082118552116e-10,1239.5518427555,-0.049791,-0.554447
DCS,2,18,1,1,65,1.1262082118552116e-10,285.8856108944,1.991016,1.005631
DCS,2,18,1,1,66,1.1262082118552116e-10,16.9074468090,4.851382,-0.749755
DCS,2,18,1,1,67,1.1262082118552116e-10,1966.3084037217,-1.092127,0.789840
DCS,2,18,1,1,68,1.1262082118552116e-10,1555.1600033730,-0.358841,-0.829728
DCS,2,18,1,1,69,1.1262082118552116e-10,8.6317666201,3.435272,2.136603
DCS,2,18,1,1,70,1.1262082118552116e-10,425.2399841949,1.572290,2.572862
DCS,2,18,1,1,71,1.1262082118552116e-10,298.6944734307,1.822678,0.925596
DCS,2,18,1,1,72,1.1262082118552116e-10,132.2842779321,1.346066,1.544695
DCS,2,18,1,1,73,1.1262082118552116e-10,2030.4983296783,-3.020960,0.799123
DCS,2,18,1,1,74,1.1262082118552116e-10,1047.4003764594,0.636265,4.426237
DCS,2,18,1,1,75,1.1262082118552116e-10,630.3439161852,0.901320,-0.423757
DCS,2,18,1,1,76,1.1262082118552116e-10,399.6560297123,1.627328,-3.557079
DCS,2,18,1,1,77,1.1262082118552116e-10,579.3939230055,1.082342,0.800653
DCS,2,18,1,1,78,1.1262082118552116e-10,281.6043448310,0.198171,-0.459019
DCS,2,18,1,1,79,1.1262082118552116e-10,351.2362351427,0.161999,2.636765
DCS,2,18,1,1,80,1.1262082118552116e-10,338.0055340510,0.055858,1.462332
DCS,2,18,1,1,81,1.1262082118552116e-10,17.9739215282,3.749309,0.803894
DCS,2,18,1,1,82,1.1262082118552116e-10,99.3254287812,3.435272,-0.427591
DCS,2,18,1,1,83,1.1262082118552116e-10,493.1511764399,-0.781909,-1.392832
DCS,2,18,1,1,84,1.1262082118552116e-10,8.1472114427,4.125865,1.464016
DCS,2,18,1,1,85,1.1262082118552116e-10,29.6932577575,3.415175,-0.749755
DCS,2,18,1,1,86,1.1262082118552116e-10,23.2026464611,4.442005,1.403595
DCS,2,18,1,1,87,1.1262082118552116e-10,14.2010400172,4.360541,-0.784026
DCS,2,18,1,1,88,1.1262082118552116e-10,378.2583728927,0.634368,-1.413302
DCS,2,18,1,1,89,1.1262082118552116e-10,47.8996619335,4.481733,0.832419
DCS,2,18,1,1,90,1.1262082118552116e-10,6.7368677988,4.384850,-1.802615
DCS,2,18,1,1,91,1.1262082118552116e-10,73.1135114406,4.481113,1.415576
