algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,4,1,1,1,8.926669904258302e-14,338.6100842604,-3.020960,-3.401754
DCS,2,4,1,1,2,8.926669904258302e-14,163.6482264135,1.865613,-1.481841
DCS,2,4,1,1,3,8.926669904258302e-14,3.5772950566,2.208808,2.300388
DCS,2,4,1,1,4,8.926669904258302e-14,383.6240052489,-1.770363,-3.916523
DCS,2,4,1,1,5,8.926669904258302e-14,468.0912030112,-1.877714,-4.747511
DCS,2,4,1,1,6,8.926669904258302e-14,254.7289019771,3.436182,-0.744545
DCS,2,4,1,1,7,8.926669904258302e-14,92.1482429618,-3.727470,4.426237
DCS,2,4,1,1,8,8.926669904258302e-14,14.4714902924,0.162480,2.035492
DCS,2,4,1,1,9,8.926669904258302e-14,58.8072200869,-0.692538,0.087569
DCS,2,4,1,1,10,8.926669904258302e-14,32.6315400846,-1.745345,3.238016
DCS,2,4,1,1,11,8.926669904258302e-14,68.9665286958,0.387367,4.645412
DCS,2,4,1,1,12,8.926669904258302e-14,77.6881947846,-4.888285,1.462332
DCS,2,4,1,1,13,8.926669904258302e-14,224.7543789169,3.749309,1.885614
DCS,2,4,1,1,14,8.926669904258302e-14,700.5714320731,4.384850,-2.803400
DCS,2,4,1,1,15,8.926669904258302e-14,132.5743813906,-1.396556,-0.749755
DCS,2,4,1,1,16,8.926669904258302e-14,80.3929245053,-1.855421,0.145725
DCS,2,4,1,1,17,8.926669904258302e-14,21.9610130707,2.116641,2.521698
DCS,2,4,1,1,18,8.926669904258302e-14,136.6840958706,-4.603658,-0.198909
DCS,2,4,1,1,19,8.926669904258302e-14,550.0430266987,4.320717,-1.413302
DCS,2,4,1,1,20,8.926669904258302e-14,29.7412402055,-0.322137,1.626149
DCS,2,4,1,1,21,8.926669904258302e-14,294.3302278735,1.548823,-3.043184
DCS,2,4,1,1,22,8.926669904258302e-14,32.1487120565,-1.092127,2.011794
DCS,2,4,1,1,23,8.926669904258302e-14,373.6009513776,1.565072,-4.072587
DCS,2,4,1,1,24,8.926669904258302e-14,127.3854892382,-3.197359,-0.423757
DCS,2,4,1,1,25,8.926669904258302e-14,138.7853874181,-1.231804,-0.829728
DCS,2,4,1,1,26,8.926669904258302e-14,118.5593766844,1.831333,-0.707699
DCS,2,4,1,1,27,8.926669904258302e-14,146.6213692701,-3.725367,-0.726794
DCS,2,4,1,1,28,8.926669904258302e-14,222.2189231118,-1.922786,-1.910611
DCS,2,4,1,1,29,8.926669904258302e-14,62.4931023145,-4.676003,1.999975
DCS,2,4,1,1,30,8.926669904258302e-14,30.3947773190,-0.339588,2.245026
DCS,2,4,1,1,31,8.926669904258302e-14,39.0616280613,0.841485,1.403595
DCS,2,4,1,1,32,8.926669904258302e-14,42.2988012554,-1.331564,1.379455
DCS,2,4,1,1,33,8.926669904258302e-14,132.3954492427,-0.084990,-0.782877
DCS,2,4,1,1,34,8.926669904258302e-14,772.7314748018,4.345628,-4.139357
DCS,2,4,1,1,35,8.926669904258302e-14,295.7817955391,-1.017968,-2.988737
DCS,2,4,1,1,36,8.926669904258302e-14,110.4976658892,-1.354644,-0.571762
DCS,2,4,1,1,37,8.926669904258302e-14,57.1759232552,-2.835316,0.800653
DCS,2,4,1,1,38,8.926669904258302e-14,857.5831566865,4.480749,-4.090595
DCS,2,4,1,1,39,8.926669904258302e-14,170.7252890560,1.325958,-1.806878
DCS,2,4,1,1,40,8.926669904258302e-14,494.6557779228,4.372844,4.372844
DCS,2,4,1,1,41,8.926669904258302e-14,484.1680836300,4.471548,2.300388
DCS,2,4,1,1,42,8.926669904258302e-14,29.3254940770,-1.839255,2.035492
DCS,2,4,1,1,43,8.926669904258302e-14,20.7950614031,2.116641,2.978139
DCS,2,4,1,1,44,8.926669904258302e-14,124.1369494663,-0.322137,-0.708847
DCS,2,4,1,1,45,8.926669904258302e-14,108.5876368740,-0.339588,-0.571136
DCS,2,4,1,1,46,8.926669904258302e-14,22.1476586651,-1.479560,2.011794
DCS,2,4,1,1,47,8.926669904258302e-14,187.5385734854,-1.745345,-1.756134
DCS,2,4,1,1,48,8.926669904258302e-14,62.5149545340,-3.201795,1.403595
DCS,2,4,1,1,49,8.926669904258302e-14,8.9842776459,1.222383,2.266069
DCS,2,4,1,1,50,8.926669904258302e-14,217.0257066248,1.082342,-2.162531
DCS,2,4,1,1,51,8.926669904258302e-14,544.5374570496,4.480996,0.087569
DCS,2,4,1,1,52,8.926669904258302e-14,5.2356769397,0.395046,1.999975
DCS,2,4,1,1,53,8.926669904258302e-14,90.5072323509,-0.321772,4.645412
DCS,2,4,1,1,54,8.926669904258302e-14,126.5777402284,-1.846645,-0.723035
DCS,2,4,1,1,55,8.926669904258302e-14,81.1914436396,-2.831356,0.145725
DCS,2,4,1,1,56,8.926669904258302e-14,125.3693372850,-3.727470,-0.583070
DCS,2,4,1,1,57,8.926669904258302e-14,79.9187071158,-4.839351,1.463634
DCS,2,4,1,1,58,8.926669904258302e-14,140.6775279187,-3.897050,-0.728457
DCS,2,4,1,1,59,8.926669904258302e-14,33.1608550424,0.901320,2.968063
DCS,2,4,1,1,60,8.926669904258302e-14,100.0730003727,-3.426776,4.446985
DCS,2,4,1,1,61,8.926669904258302e-14,126.9445518024,-0.032373,-0.749755
DCS,2,4,1,1,62,8.926669904258302e-14,513.3942579080,4.397892,-0.198909
DCS,2,4,1,1,63,8.926669904258302e-14,33.3711383284,-0.321152,1.563140
DCS,2,4,1,1,64,8.926669904258302e-14,112.5970768477,1.866532,-0.479268
DCS,2,4,1,1,65,8.926669904258302e-14,22.0747906480,-0.799849,1.918996
DCS,2,4,1,1,66,8.926669904258302e-14,188.4914786813,-1.752404,-1.806878
DCS,2,4,1,1,67,8.926669904258302e-14,44.3182117015,-1.922786,1.728618
DCS,2,4,1,1,68,8.926669904258302e-14,34.2785562380,-0.508627,1.885614
DCS,2,4,1,1,69,8.926669904258302e-14,303.4532131183,3.529663,-1.082441
DCS,2,4,1,1,70,8.926669904258302e-14,56.5591714026,0.014824,0.978408
DCS,2,4,1,1,71,8.926669904258302e-14,54.2099250275,1.601555,1.005631
