algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,5,1,1,1,8.881784197001252e-16,92.0384971411,-3.020960,-3.401754
DCS,2,5,1,1,2,8.881784197001252e-16,67.9527972705,1.865613,-1.481841
DCS,2,5,1,1,3,8.881784197001252e-16,29.7873092713,2.208808,2.300388
DCS,2,5,1,1,4,8.881784197001252e-16,95.9355927661,-1.770363,-3.916523
DCS,2,5,1,1,5,8.881784197001252e-16,104.3528234197,-1.877714,-4.747511
DCS,2,5,1,1,6,8.881784197001252e-16,59.0092634516,3.436182,-0.744545
DCS,2,5,1,1,7,8.881784197001252e-16,14.4650970469,-3.727470,4.426237
DCS,2,5,1,1,8,8.881784197001252e-16,34.4826012256,0.162480,2.035492
DCS,2,5,1,1,9,8.881784197001252e-16,54.8168460371,-0.692538,0.087569
DCS,2,5,1,1,10,8.881784197001252e-16,24.3651891949,-1.745345,3.238016
DCS,2,5,1,1,11,8.881784197001252e-16,8.1585149836,0.387367,4.645412
DCS,2,5,1,1,12,8.881784197001252e-16,45.2649612145,-4.888285,1.462332
DCS,2,5,1,1,13,8.881784197001252e-16,32.3945472907,3.749309,1.885614
DCS,2,5,1,1,14,8.881784197001252e-16,78.6491509597,4.384850,-2.803400
DCS,2,5,1,1,15,8.881784197001252e-16,63.8941020806,-1.396556,-0.749755
DCS,2,5,1,1,16,8.881784197001252e-16,55.3981750566,-1.855421,0.145725
DCS,2,5,1,1,17,8.881784197001252e-16,27.6663780491,2.116641,2.521698
DCS,2,5,1,1,18,8.881784197001252e-16,61.5927516505,-4.603658,-0.198909
DCS,2,5,1,1,19,8.881784197001252e-16,64.8122997475,4.320717,-1.413302
DCS,2,5,1,1,20,8.881784197001252e-16,39.0606445275,-0.322137,1.626149
DCS,2,5,1,1,21,8.881784197001252e-16,83.8830187072,1.548823,-3.043184
DCS,2,5,1,1,22,8.881784197001252e-16,35.9741870963,-1.092127,2.011794
DCS,2,5,1,1,23,8.881784197001252e-16,94.1608013355,1.565072,-4.072587
DCS,2,5,1,1,24,8.881784197001252e-16,62.4349295290,-3.197359,-0.423757
DCS,2,5,1,1,25,8.881784197001252e-16,64.5290881448,-1.231804,-0.829728
DCS,2,5,1,1,26,8.881784197001252e-16,60.2456533484,1.831333,-0.707699
DCS,2,5,1,1,27,8.881784197001252e-16,65.9933034217,-3.725367,-0.726794
DCS,2,5,1,1,28,8.881784197001252e-16,76.0288954514,-1.922786,-1.910611
DCS,2,5,1,1,29,8.881784197001252e-16,39.6762528514,-4.676003,1.999975
DCS,2,5,1,1,30,8.881784197001252e-16,32.8893292776,-0.339588,2.245026
DCS,2,5,1,1,31,8.881784197001252e-16,40.1225666296,0.841485,1.403595
DCS,2,5,1,1,32,8.881784197001252e-16,42.5370124215,-1.331564,1.379455
DCS,2,5,1,1,33,8.881784197001252e-16,62.9137644443,-0.084990,-0.782877
DCS,2,5,1,1,34,8.881784197001252e-16,92.0479382346,4.345628,-4.139357
DCS,2,5,1,1,35,8.881784197001252e-16,85.9053407392,-1.017968,-2.988737
DCS,2,5,1,1,36,8.881784197001252e-16,62.0722675816,-1.354644,-0.571762
DCS,2,5,1,1,37,8.881784197001252e-16,49.8287895897,-2.835316,0.800653
DCS,2,5,1,1,38,8.881784197001252e-16,91.4251962819,4.480749,-4.090595
DCS,2,5,1,1,39,8.881784197001252e-16,71.7428212915,1.325958,-1.806878
DCS,2,5,1,1,40,8.881784197001252e-16,6.8987199690,4.372844,4.372844
DCS,2,5,1,1,41,8.881784197001252e-16,13.1584776171,-1.886914,4.372844
