algo,dim,fid,iid,run,eval,final_cost,current_cost,x1,x2
DCS,2,7,1,1,1,0,1046.2604363666,-3.020960,-3.401754
DCS,2,7,1,1,2,0,2.5001933980,1.865613,-1.481841
DCS,2,7,1,1,3,0,388.0398318794,2.208808,2.300388
DCS,2,7,1,1,4,0,848.6338521956,-1.770363,-3.916523
DCS,2,7,1,1,5,0,1125.8873291725,-1.877714,-4.747511
DCS,2,7,1,1,6,0,97.6279859043,3.436182,-0.744545
DCS,2,7,1,1,7,0,7.7390776295,-3.727470,4.426237
DCS,2,7,1,1,8,0,67.8420604487,0.162480,2.035492
DCS,2,7,1,1,9,0,23.2527749931,-0.692538,0.087569
DCS,2,7,1,1,10,0,15.6274890288,-1.745345,3.238016
DCS,2,7,1,1,11,0,360.5847437423,0.387367,4.645412
DCS,2,7,1,1,12,0,396.5979542356,-4.888285,1.462332
DCS,2,7,1,1,13,0,581.3301192225,3.749309,1.885614
DCS,2,7,1,1,14,0,51.7158471840,4.384850,-2.803400
DCS,2,7,1,1,15,0,145.3298437066,-1.396556,-0.749755
DCS,2,7,1,1,16,0,91.3900225595,-1.855421,0.145725
DCS,2,7,1,1,17,0,388.0398318794,2.116641,2.521698
DCS,2,7,1,1,18,0,589.9549942257,-4.603658,-0.198909
DCS,2,7,1,1,19,0,127.4783807147,4.320717,-1.413302
DCS,2,7,1,1,20,0,19.5990844099,-0.322137,1.626149
DCS,2,7,1,1,21,0,68.7696488247,1.548823,-3.043184
DCS,2,7,1,1,22,0,0.6009155901,-1.092127,2.011794
DCS,2,7,1,1,23,0,156.3969912446,1.565072,-4.072587
DCS,2,7,1,1,24,0,375.1236186389,-3.197359,-0.423757
DCS,2,7,1,1,25,0,145.3298437066,-1.231804,-0.829728
DCS,2,7,1,1,26,0,22.1767748511,1.831333,-0.707699
DCS,2,7,1,1,27,0,549.4621084904,-3.725367,-0.726794
DCS,2,7,1,1,28,0,411.7214047011,-1.922786,-1.910611
DCS,2,7,1,1,29,0,242.4390830653,-4.676003,1.999975
DCS,2,7,1,1,30,0,19.5990844099,-0.339588,2.245026
DCS,2,7,1,1,31,0,70.4685116487,0.841485,1.403595
DCS,2,7,1,1,32,0,10.8475539894,-1.331564,1.379455
DCS,2,7,1,1,33,0,19.5990844099,-0.084990,-0.782877
DCS,2,7,1,1,34,0,10.0007735919,4.345628,-4.139357
DCS,2,7,1,1,35,0,360.5847437423,-1.017968,-2.988737
DCS,2,7,1,1,36,0,145.3298437066,-1.354644,-0.571762
DCS,2,7,1,1,37,0,164.4101815708,-2.835316,0.800653
DCS,2,7,1,1,38,0,15.1514824730,4.480749,-4.090595
DCS,2,7,1,1,39,0,15.6274890288,1.325958,-1.806878
DCS,2,7,1,1,40,0,1552.1593275177,4.372844,4.372844
DCS,2,7,1,1,41,0,766.5468004318,4.363643,2.011794
DCS,2,7,1,1,42,0,48.4313661126,0.178645,-1.481841
DCS,2,7,1,1,43,0,7.7390776295,-3.727470,4.713119
DCS,2,7,1,1,44,0,396.5979542356,4.345628,0.144576
DCS,2,7,1,1,45,0,10.8475539894,-1.331564,1.404222
DCS,2,7,1,1,46,0,489.9771102473,-0.259626,-4.090595
DCS,2,7,1,1,47,0,77.7213918635,-1.745345,0.526360
DCS,2,7,1,1,48,0,33.0981421977,3.431746,-1.806878
DCS,2,7,1,1,49,0,25.7325877938,0.230406,1.425264
DCS,2,7,1,1,50,0,287.6189411149,2.457505,1.644322
DCS,2,7,1,1,51,0,686.4683359848,4.373091,1.626149
DCS,2,7,1,1,52,0,67.8420604487,-0.684859,-0.707699
DCS,2,7,1,1,53,0,396.5979542356,4.345992,0.087569
DCS,2,7,1,1,54,0,195.0405380426,-1.804733,-0.545042
DCS,2,7,1,1,55,0,40.0649715269,-0.081030,2.035492
DCS,2,7,1,1,56,0,131.6016324857,1.548823,1.392288
DCS,2,7,1,1,57,0,51.7158471840,4.433784,-2.802098
DCS,2,7,1,1,58,0,180.6930424047,1.393389,-4.074250
DCS,2,7,1,1,59,0,1552.1593275177,4.218091,4.703043
DCS,2,7,1,1,60,0,41.7401138923,1.849518,-3.022436
DCS,2,7,1,1,61,0,8.2745355494,1.670761,-0.571762
DCS,2,7,1,1,62,0,404.5875317332,-3.007918,-0.749755
DCS,2,7,1,1,63,0,10.0007735919,4.346612,-4.202365
DCS,2,7,1,1,64,0,82.1487141135,-1.820222,0.374155
DCS,2,7,1,1,65,0,901.4286249173,4.990066,1.946641
DCS,2,7,1,1,66,0,213.9823394256,1.827324,1.999975
DCS,2,7,1,1,67,0,0.6009155901,0.387367,0.338015
DCS,2,7,1,1,68,0,95.6573420701,1.209030,-2.988737
DCS,2,7,1,1,69,0,270.7232251489,0.908838,-3.849074
DCS,2,7,1,1,70,0,111.4192952349,-1.441679,-0.103496
DCS,2,7,1,1,71,0,1307.9685933592,-3.512649,-3.748368
DCS,2,7,1,1,72,0,193.7254644506,0.821500,-3.512971
DCS,2,7,1,1,73,0,15.6274890288,-1.922786,3.324999
DCS,2,7,1,1,74,0,305.3318523951,4.678955,-0.726794
DCS,2,7,1,1,75,0,43.3902159575,-2.761735,1.885614
DCS,2,7,1,1,76,0,466.9953334345,2.415198,2.400545
DCS,2,7,1,1,77,0,212.2610003923,1.150780,-3.916523
DCS,2,7,1,1,78,0,396.5979542356,4.293221,0.799123
DCS,2,7,1,1,79,0,466.9953334345,2.338227,2.723765
DCS,2,7,1,1,80,0,230.4782192353,-0.313578,4.372844
DCS,2,7,1,1,81,0,8.0542399372,-1.092127,0.803894
DCS,2,7,1,1,82,0,249.9998066020,0.387367,-3.516805
DCS,2,7,1,1,83,0,10.8475539894,-1.567193,1.424692
DCS,2,7,1,1,84,0,1133.2603317227,-3.727470,-3.041500
DCS,2,7,1,1,85,0,40.0649715269,-0.322628,-0.571762
DCS,2,7,1,1,86,0,848.6338521956,-1.688190,-4.202365
DCS,2,7,1,1,87,0,848.6338521956,-1.907872,-4.139357
DCS,2,7,1,1,88,0,66.3466579299,0.906942,1.404222
DCS,2,7,1,1,89,0,982.0094320956,4.480749,2.757060
DCS,2,7,1,1,90,0,195.0405380426,-1.745345,-0.746794
DCS,2,7,1,1,91,0,610.5785440384,1.325958,4.664678
DCS,2,7,1,1,92,0,10.8475539894,-1.327677,1.404468
DCS,2,7,1,1,93,0,117.2701562934,1.682241,-3.517497
DCS,2,7,1,1,94,0,68.7696488247,1.367982,-3.051158
DCS,2,7,1,1,95,0,97.6279859043,3.435792,-0.732584
DCS,2,7,1,1,96,0,7.7390776295,-3.705374,4.523864
DCS,2,7,1,1,97,0,81.0515251240,2.153731,0.087569
DCS,2,7,1,1,98,0,78.3963376396,-0.060446,-1.482254
DCS,2,7,1,1,99,0,22.0217807647,2.213059,-3.022436
DCS,2,7,1,1,100,0,926.3731605774,-2.761735,-3.069077
DCS,2,7,1,1,101,0,217.0563125014,2.794261,1.098951
DCS,2,7,1,1,102,0,396.5979542356,4.384850,0.086577
DCS,2,7,1,1,103,0,15.1514824730,4.494035,-4.090636
DCS,2,7,1,1,104,0,77.7213918635,-1.820222,0.506382
